gender	age	Average_age	Types
M	25	25.72	['Drama', 'Comedy', 'Animation', 'Action', 'Thriller']
M	35	38.92	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
M	18	23.34	['Action', 'Drama', 'Comedy', 'Thriller', 'Sci-Fi']
M	35	43.04	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
F	25	42.14	['Drama', 'Comedy', 'Romance', 'War', 'Action']
M	35	50.34	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	25	38.4	['Drama', 'Documentary', 'Comedy', 'Mystery', 'Sci-Fi']
M	50	43.32	['Drama', 'Comedy', 'Animation', 'Documentary', 'Crime']
M	18	33.36	['Drama', 'Crime', 'Action', 'Comedy', 'Thriller']
M	18	31.6	['Drama', 'Comedy', 'Documentary', 'Animation', 'Mystery']
M	50	46.48	['Drama', 'Comedy', 'Animation', 'Thriller', 'Film-Noir']
F	25	28.92	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
M	18	29.34	['Drama', 'Action', 'War', 'Comedy', 'Crime']
M	35	34.68	['Drama', 'Comedy', 'Action', 'Adventure', 'Thriller']
M	25	35.52	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Crime']
M	25	29.66	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
F	25	40.42	['Drama', 'Comedy', 'Film-Noir', 'Animation', 'Thriller']
M	18	29.78	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
M	25	34.52	['Action', 'Drama', 'Thriller', 'Sci-Fi', 'Horror']
M	25	40.82	['Drama', 'Comedy', 'Documentary', 'War', 'Mystery']
M	25	33.18	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
M	25	43.02	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
F	25	44.26	['Drama', 'Comedy', 'Crime', 'Thriller', 'War']
M	25	45.68	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'War']
M	56	44.46	['Drama', 'Comedy', 'Romance', 'Thriller', 'Film-Noir']
M	25	31.12	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	25	49.06	['Drama', 'Comedy', 'Thriller', 'War', 'Romance']
M	25	31.1	['Drama', 'Comedy', 'Thriller', 'Crime', 'Adventure']
M	25	34.78	['Drama', 'Comedy', 'Action', 'Documentary', 'War']
M	35	34.86	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	35	36.7	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	25	22.02	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
F	25	53.24	['Drama', 'Comedy', 'Romance', 'Thriller', 'Animation']
M	45	43.5	['Drama', 'War', 'Comedy', 'Documentary', 'Thriller']
M	25	42.1	['Drama', 'Comedy', 'Action', 'Crime', 'War']
F	25	36.0	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
M	18	33.98	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
M	25	37.4	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Animation']
F	25	29.16	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
M	25	38.76	['Drama', 'Thriller', 'War', 'Action', 'Documentary']
M	25	42.16	['Drama', 'Thriller', 'Documentary', 'Crime', 'Adventure']
M	50	45.16	['Drama', 'War', 'Action', 'Thriller', 'Crime']
M	35	36.14	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
F	35	34.26	['Drama', 'Documentary', 'Crime', 'Action', 'Comedy']
M	25	37.4	['Drama', 'Comedy', 'Adventure', 'War', 'Action']
F	25	36.8	['Drama', 'Comedy', 'Romance', 'Animation', 'War']
M	50	56.96	['Drama', 'Comedy', 'Romance', 'Musical', 'Film-Noir']
F	45	32.08	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
M	35	29.8	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	25	34.02	['Drama', 'Action', 'Thriller', 'War', 'Horror']
F	25	37.76	['Comedy', 'Drama', 'Romance', 'Thriller', 'Adventure']
M	25	44.3	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Action']
M	56	48.36	['Drama', 'War', 'Thriller', 'Crime', 'Adventure']
M	35	24.52	['Drama', 'Comedy', 'Sci-Fi', 'Thriller', 'Action']
M	35	42.36	['Drama', 'Comedy', 'Thriller', 'Romance', 'Crime']
M	25	48.42	['Drama', 'Comedy', 'Crime', 'Thriller', 'Film-Noir']
M	18	48.7	['Drama', 'Comedy', 'War', 'Film-Noir', 'Documentary']
M	18	43.04	['Drama', 'War', 'Crime', 'Documentary', 'Adventure']
M	25	31.4	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
M	18	31.28	['Drama', 'Documentary', 'Comedy', 'War', 'Romance']
M	45	47.58	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
M	25	32.0	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
F	18	36.0	['Drama', 'Comedy', 'Documentary', 'War', 'Crime']
M	25	29.44	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	18	33.6	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
M	25	34.02	['Drama', 'Comedy', 'War', 'Animation', 'Thriller']
M	1	26.92	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	1	38.14	['Drama', 'Crime', 'Comedy', 'Action', 'Thriller']
M	35	40.62	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
M	25	36.04	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	35	36.78	['Drama', 'Comedy', 'Documentary', 'Thriller', 'War']
F	25	24.58	['Drama', 'Comedy', 'Thriller', 'Horror', 'Action']
M	1	24.58	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	35	49.98	['Drama', 'Thriller', 'Film-Noir', 'Crime', 'Comedy']
F	18	35.48	['Drama', 'Action', 'War', 'Romance', 'Comedy']
M	18	30.4	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
F	1	39.34	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
F	35	52.76	['Drama', 'Comedy', 'Romance', 'Thriller', 'Animation']
F	35	28.58	['Drama', 'Romance', 'Comedy', "Children's", 'Musical']
F	25	26.44	['Drama', 'Action', 'Thriller', 'Comedy', 'Romance']
M	1	24.78	['Drama', 'Romance', 'Comedy', 'Documentary', 'Thriller']
M	25	32.3	['Drama', 'Action', 'Comedy', 'Adventure', 'Romance']
M	56	30.7	['Drama', 'Comedy', 'Romance', 'War', 'Musical']
M	18	37.44	['Drama', 'Documentary', 'Comedy', 'Action', 'Thriller']
M	18	31.86	['Drama', 'War', 'Comedy', 'Thriller', 'Action']
M	35	31.74	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
M	18	25.44	['Drama', 'Crime', 'Comedy', 'Documentary', 'War']
F	35	44.24	['Drama', 'Thriller', 'Comedy', 'Documentary', 'Film-Noir']
M	25	25.06	['Drama', 'Crime', 'Comedy', 'Thriller', 'Action']
M	35	50.86	['Drama', 'Film-Noir', 'Mystery', 'Documentary', 'War']
F	50	33.88	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
F	50	47.36	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Romance']
M	25	44.02	['Drama', 'War', 'Thriller', 'Film-Noir', 'Action']
M	18	24.68	['Drama', 'Comedy', 'Action', 'Adventure', 'Sci-Fi']
M	18	34.28	['Drama', 'Comedy', 'Action', 'Thriller', 'Animation']
M	35	37.94	['Drama', 'Comedy', 'War', 'Animation', 'Thriller']
M	25	38.64	['Drama', 'Comedy', 'Thriller', 'Crime', 'Film-Noir']
F	18	35.72	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
M	25	44.94	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
F	45	50.52	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	18	49.04	['Drama', 'Comedy', 'Documentary', 'Romance', 'Mystery']
M	35	42.34	['Drama', 'War', 'Adventure', 'Action', 'Comedy']
M	25	36.48	['Drama', 'Thriller', 'Comedy', 'Crime', 'Action']
F	25	27.24	['Drama', 'Comedy', 'Documentary', 'Animation', 'Crime']
M	35	42.62	['Drama', 'War', 'Thriller', 'Crime', 'Adventure']
M	50	38.96	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
M	18	26.7	['Comedy', 'Thriller', 'Action', 'Drama', 'Sci-Fi']
M	25	27.28	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	25	23.9	['Drama', 'Action', 'Comedy', 'Thriller', 'Sci-Fi']
F	25	32.96	['Drama', 'Comedy', 'Animation', 'Action', 'Documentary']
F	35	32.0	['Drama', 'Romance', 'Comedy', 'War', 'Crime']
M	25	46.4	['Drama', 'War', 'Thriller', 'Adventure', 'Action']
M	35	50.34	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	25	23.44	['Drama', 'Action', 'Thriller', 'Adventure', 'War']
M	35	38.0	['Drama', 'Comedy', "Children's", 'War', 'Action']
M	35	48.58	['Drama', 'Comedy', 'Crime', 'Film-Noir', 'Adventure']
M	1	33.0	['Drama', 'Action', 'Comedy', 'Crime', 'War']
M	25	58.76	['Drama', 'Comedy', 'Crime', 'War', 'Film-Noir']
F	35	36.26	['Drama', 'Comedy', 'Crime', 'War', 'Romance']
F	25	45.44	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
F	25	30.62	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
M	25	32.76	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	56	45.54	['Drama', 'Thriller', 'Film-Noir', 'Action', 'Comedy']
M	35	43.38	['Drama', 'War', 'Comedy', 'Thriller', 'Adventure']
M	45	34.08	['Action', 'Drama', 'War', 'Comedy', 'Adventure']
M	25	41.36	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	45	47.0	['Drama', 'Action', 'Adventure', 'War', 'Thriller']
F	45	50.52	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
M	1	39.38	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	50	46.42	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
M	25	44.84	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
F	25	28.8	['Drama', 'Comedy', 'Crime', 'Animation', 'Documentary']
F	25	33.66	['Drama', "Children's", 'Comedy', 'Animation', 'Action']
M	18	29.26	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
F	35	49.62	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	25	50.86	['Drama', 'War', 'Adventure', 'Action', 'Comedy']
M	18	24.46	['Drama', 'Comedy', 'Horror', 'Documentary', 'Romance']
M	25	42.88	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	35	44.32	['Drama', 'War', 'Thriller', 'Comedy', 'Crime']
M	35	34.64	['Drama', 'Action', 'War', 'Thriller', 'Crime']
M	25	39.72	['Drama', 'War', 'Thriller', 'Comedy', 'Crime']
M	35	44.74	['Drama', 'Comedy', 'War', 'Action', 'Film-Noir']
M	35	50.42	['Drama', 'Thriller', 'Film-Noir', 'Crime', 'War']
M	56	47.98	['Drama', 'War', 'Comedy', 'Thriller', 'Adventure']
M	45	53.76	['Drama', 'Romance', 'Comedy', 'Adventure', 'Action']
F	45	32.14	['Drama', 'Romance', 'Comedy', 'War', 'Crime']
F	45	44.1	['Drama', 'Comedy', 'Film-Noir', 'War', 'Thriller']
M	35	49.4	['Drama', 'War', 'Thriller', 'Film-Noir', 'Comedy']
M	25	42.4	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'Thriller']
M	18	45.06	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Film-Noir']
M	25	29.3	['Comedy', 'Drama', 'Action', 'Thriller', 'Adventure']
F	35	30.36	['Drama', 'Comedy', 'Documentary', 'Crime', 'Romance']
M	50	38.58	['Drama', 'War', 'Action', 'Crime', 'Adventure']
F	1	31.36	['Thriller', 'Drama', 'Horror', 'Action', 'Sci-Fi']
M	18	23.8	['Drama', 'Comedy', 'Action', 'Thriller', 'Documentary']
M	1	22.92	['Action', 'Comedy', 'Drama', 'Thriller', 'Adventure']
F	25	34.68	['Drama', 'Comedy', 'Action', 'Adventure', 'Thriller']
M	25	50.22	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'War']
M	35	37.86	['Drama', 'Comedy', 'Action', 'Animation', 'War']
M	25	33.48	['Drama', 'War', 'Action', 'Thriller', 'Adventure']
M	56	27.62	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	18	29.98	['Drama', 'Comedy', 'Romance', 'Action', 'Adventure']
M	25	42.28	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
M	25	32.48	['Action', 'Drama', 'Comedy', 'Thriller', 'War']
M	35	35.12	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	18	41.84	['Drama', 'Comedy', 'Musical', "Children's", 'Romance']
M	50	23.32	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	50	42.1	['Drama', 'Comedy', 'Thriller', 'Animation', 'Adventure']
M	18	34.12	['Drama', 'Crime', 'Action', 'Documentary', 'Thriller']
M	18	30.2	['Drama', 'Comedy', 'War', 'Action', 'Documentary']
M	50	48.52	['Drama', 'Comedy', "Children's", 'Romance', 'Musical']
M	56	29.9	['Drama', 'Comedy', 'Documentary', 'Animation', 'Crime']
M	56	38.12	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	25	49.36	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
M	25	34.44	['Drama', 'War', 'Thriller', 'Action', 'Comedy']
M	18	21.86	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	46.66	['Drama', 'Comedy', 'War', 'Documentary', 'Film-Noir']
M	25	30.54	['Drama', 'Action', 'Comedy', 'War', 'Crime']
F	35	40.38	['Drama', 'Comedy', 'Action', 'War', 'Romance']
M	56	26.74	['Drama', 'Romance', "Children's", 'Comedy', 'Musical']
M	18	27.24	['Drama', 'Thriller', 'Comedy', 'Action', 'War']
M	18	28.9	['Drama', 'Action', 'Comedy', 'Adventure', 'Thriller']
M	56	54.62	['Drama', 'Comedy', 'Romance', 'War', 'Film-Noir']
M	25	42.92	['Drama', 'Comedy', 'Documentary', 'War', 'Animation']
F	35	37.6	['Drama', 'Comedy', 'Documentary', 'Thriller', 'War']
M	35	32.82	['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']
F	25	22.82	['Drama', 'Comedy', 'Documentary', 'Crime', 'Sci-Fi']
M	25	41.4	['Drama', 'Action', 'War', 'Comedy', 'Romance']
M	1	22.76	['Drama', 'Action', 'Thriller', 'Comedy', 'Romance']
M	18	46.78	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
M	18	23.62	['Drama', 'Comedy', 'Romance', 'Thriller', 'Action']
F	25	47.48	['Drama', 'Comedy', 'Romance', 'Adventure', 'War']
F	50	38.54	['Drama', 'Crime', 'Comedy', 'Thriller', 'Documentary']
M	18	35.74	['Drama', 'Comedy', 'Action', 'Documentary', 'Thriller']
M	25	30.72	['Drama', 'Comedy', 'Action', 'War', 'Animation']
M	18	31.12	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	25	29.34	['Drama', 'Action', 'Adventure', 'War', 'Thriller']
M	18	42.4	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	18	37.86	['Drama', 'Action', 'Thriller', 'War', 'Crime']
M	35	40.32	['Drama', 'War', 'Action', 'Adventure', 'Comedy']
M	35	53.44	['Drama', 'Comedy', 'Thriller', 'Romance', 'Film-Noir']
M	35	42.66	['Drama', 'War', 'Thriller', 'Comedy', 'Sci-Fi']
M	18	32.44	['Drama', 'Comedy', 'Animation', 'Action', 'Thriller']
F	45	35.6	['Drama', 'Romance', 'War', 'Crime', 'Musical']
M	25	30.74	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
M	18	23.22	['Drama', 'Comedy', 'Romance', 'Action', 'Documentary']
M	25	29.32	['Drama', 'Comedy', 'Action', 'Thriller', 'Crime']
F	18	28.66	['Drama', 'Comedy', 'Crime', 'Action', 'Animation']
M	18	38.04	['Drama', 'War', 'Adventure', 'Comedy', 'Action']
M	25	33.6	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	18	27.6	['Drama', 'Thriller', 'Sci-Fi', 'Action', 'Crime']
F	18	24.14	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	18	36.7	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
F	45	45.94	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
F	50	49.5	['Drama', 'Thriller', 'Film-Noir', 'War', 'Romance']
M	35	34.52	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	18	29.02	['Drama', 'Action', 'Adventure', 'War', 'Romance']
M	25	41.9	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	18	42.52	['Drama', 'Comedy', 'Action', 'War', 'Film-Noir']
M	56	37.9	['Comedy', 'Romance', 'Drama', 'Animation', 'Thriller']
F	25	36.92	['Drama', 'War', 'Comedy', 'Action', 'Adventure']
M	25	49.42	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	45	34.92	['Drama', 'Documentary', 'Comedy', 'Animation', 'Thriller']
M	35	46.1	['Drama', 'War', 'Film-Noir', 'Crime', 'Comedy']
M	25	50.38	['Drama', 'Thriller', 'Film-Noir', 'War', 'Crime']
M	50	38.06	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	35	40.14	['Drama', 'Action', 'Thriller', 'Crime', 'Adventure']
F	18	25.4	['Action', 'Drama', 'Comedy', 'Adventure', 'Sci-Fi']
M	25	35.38	['Drama', 'Comedy', 'Animation', 'Documentary', 'War']
M	45	32.24	['Drama', 'War', 'Documentary', 'Comedy', 'Crime']
F	45	35.58	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	18	24.84	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	27.62	['Drama', 'Action', 'Adventure', 'Sci-Fi', 'Comedy']
M	25	32.68	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
M	18	46.7	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Film-Noir']
M	25	35.18	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
F	25	41.62	['Drama', 'Comedy', 'War', 'Documentary', 'Thriller']
M	25	25.32	['Drama', 'Action', 'Comedy', 'Crime', 'Thriller']
M	18	27.68	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	32.82	['Drama', 'Action', 'Thriller', 'War', 'Crime']
M	25	28.78	['Drama', 'Action', 'Documentary', 'Sci-Fi', 'Comedy']
F	25	42.9	['Drama', 'Comedy', 'Crime', 'Action', 'War']
M	25	27.52	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
M	25	39.22	['Drama', 'Comedy', 'Romance', 'War', 'Action']
M	18	39.4	['Drama', 'Thriller', 'Crime', 'War', 'Documentary']
F	56	40.76	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
F	1	24.98	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
M	18	49.46	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
M	1	44.2	['Drama', 'Documentary', 'Thriller', 'Film-Noir', 'Comedy']
F	1	25.74	['Drama', 'Comedy', 'Romance', 'Documentary', 'Thriller']
F	35	39.8	['Drama', 'Thriller', 'Crime', 'Comedy', 'Documentary']
F	18	40.78	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Documentary']
F	25	51.58	['Drama', 'Comedy', 'War', 'Film-Noir', 'Crime']
F	50	47.68	['Drama', 'War', 'Comedy', 'Romance', 'Crime']
F	35	58.2	['Drama', 'Comedy', 'Film-Noir', 'War', 'Documentary']
F	25	24.96	['Drama', 'Documentary', 'Comedy', 'Romance', 'Crime']
M	50	44.7	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	25	43.24	['Drama', 'War', 'Comedy', 'Crime', 'Action']
M	35	35.18	['Drama', 'Documentary', 'Comedy', 'War', 'Thriller']
M	35	43.84	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
F	25	39.02	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
F	35	53.26	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	18	37.2	['Drama', 'Comedy', 'War', 'Animation', 'Action']
M	18	41.1	['Drama', 'Comedy', 'Crime', 'War', 'Thriller']
M	25	41.14	['Drama', 'Documentary', 'Comedy', 'Crime', 'War']
M	50	42.94	['Drama', 'Action', 'Thriller', 'Adventure', 'War']
M	35	53.8	['Comedy', 'Drama', 'Romance', 'Thriller', 'Musical']
M	25	47.76	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'War']
F	50	41.8	['Drama', 'Comedy', 'War', 'Documentary', 'Thriller']
M	35	30.16	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Action']
F	25	47.16	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
F	56	33.64	['Drama', 'Comedy', 'Thriller', 'Action', 'Documentary']
F	25	30.1	['Drama', 'Comedy', 'Documentary', 'Musical', 'Crime']
M	25	25.82	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	50	41.86	['Drama', 'Comedy', 'Adventure', 'War', 'Romance']
M	18	23.84	['Drama', 'Action', 'Thriller', 'Comedy', 'Crime']
M	18	32.04	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
F	18	32.02	['Drama', 'Comedy', 'Romance', 'Documentary', 'Musical']
M	35	39.5	['Drama', 'Thriller', 'Crime', 'Film-Noir', 'Comedy']
M	25	47.76	['Drama', 'Comedy', 'Thriller', 'Romance', 'Film-Noir']
F	56	35.06	['Drama', 'Comedy', 'Romance', 'War', 'Animation']
M	35	42.16	['Drama', 'War', 'Action', 'Adventure', 'Crime']
F	56	44.1	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
F	25	24.88	['Drama', 'Comedy', 'Romance', 'War', 'Action']
F	45	28.18	['Drama', 'Romance', 'Action', 'Comedy', 'Thriller']
M	50	53.34	['Drama', 'War', 'Thriller', 'Mystery', 'Comedy']
F	56	37.26	['Drama', 'Comedy', "Children's", 'Animation', 'Romance']
M	50	39.26	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	25	24.62	['Comedy', 'Drama', 'Action', 'Romance', 'Documentary']
M	56	21.36	['Drama', 'Comedy', 'Documentary', 'Romance', 'Crime']
M	50	43.88	['Drama', 'Comedy', 'Action', 'Documentary', 'Film-Noir']
F	25	34.78	['Action', 'Drama', 'Adventure', 'War', 'Comedy']
M	50	50.6	['Drama', 'Comedy', 'War', 'Film-Noir', 'Thriller']
M	56	52.9	['Drama', 'Comedy', 'Mystery', 'Film-Noir', 'Thriller']
M	18	44.62	['Drama', 'Documentary', 'Film-Noir', 'Comedy', 'Thriller']
M	50	53.54	['Drama', 'Comedy', 'Romance', 'War', 'Sci-Fi']
M	18	24.22	['Drama', 'Thriller', 'Crime', 'Action', 'Comedy']
M	18	37.54	['Drama', 'Comedy', 'Documentary', 'War', 'Adventure']
M	50	29.96	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	31.7	['Drama', 'Crime', 'Action', 'Comedy', 'Thriller']
M	45	51.82	['Drama', 'Film-Noir', 'Thriller', 'Comedy', 'War']
M	18	23.64	['Drama', 'Action', 'Comedy', 'Romance', 'Adventure']
M	25	46.96	['Drama', 'Comedy', 'War', 'Film-Noir', 'Action']
M	35	42.74	['Drama', 'Thriller', 'Action', 'Comedy', 'Film-Noir']
M	45	48.86	['Drama', 'War', 'Comedy', 'Adventure', 'Crime']
M	25	31.7	['Drama', 'Documentary', 'Comedy', 'Romance', 'War']
M	25	29.24	['Drama', 'Action', 'Thriller', 'Sci-Fi', 'Horror']
M	25	40.78	['Drama', 'Comedy', 'Thriller', 'Crime', 'Documentary']
M	18	46.5	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	35	42.78	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
F	25	46.22	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Thriller']
M	35	37.14	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	33.42	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
M	25	46.06	['Drama', 'Comedy', 'Action', 'Thriller', 'Romance']
M	35	32.48	['Drama', 'Documentary', 'Comedy', 'War', 'Film-Noir']
F	35	33.14	['Drama', 'Documentary', 'Comedy', 'Sci-Fi', 'Thriller']
F	18	25.98	['Drama', 'Comedy', 'Romance', "Children's", 'Adventure']
M	25	32.22	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Adventure']
M	25	32.54	['Drama', 'Comedy', 'Action', 'Documentary', 'War']
M	18	23.06	['Drama', 'Comedy', 'Action', 'Animation', 'War']
M	25	46.96	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
M	1	23.92	['Comedy', 'Drama', 'Documentary', 'Action', 'Horror']
M	35	32.34	['Drama', 'Action', 'Crime', 'Comedy', 'Thriller']
M	25	55.64	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
M	25	50.12	['Drama', 'War', 'Comedy', 'Thriller', 'Film-Noir']
F	25	41.78	['Drama', 'Comedy', 'Action', 'Crime', 'War']
M	25	43.7	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
F	18	38.36	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
M	25	47.44	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	45	28.64	['Drama', 'Documentary', 'Comedy', 'Romance', 'War']
M	56	49.68	['Drama', 'War', 'Film-Noir', 'Crime', 'Comedy']
F	1	34.0	['Comedy', 'Drama', 'Romance', 'Animation', 'Documentary']
F	25	25.64	['Comedy', 'Drama', 'Action', 'Documentary', 'Thriller']
M	35	47.0	['Drama', 'Crime', 'Thriller', 'Film-Noir', 'Comedy']
M	35	39.86	['Drama', 'Comedy', 'Documentary', 'Horror', 'Romance']
M	35	50.56	['Drama', 'War', 'Comedy', 'Thriller', 'Adventure']
M	25	44.62	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	35	46.26	['Drama', 'War', 'Crime', 'Action', 'Comedy']
F	25	25.6	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	1	28.92	['Drama', 'Comedy', 'Action', 'Romance', 'Thriller']
M	25	38.2	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	18	24.08	['Drama', 'Action', 'Comedy', 'Romance', 'Documentary']
M	25	49.04	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	35	43.88	['Drama', 'War', 'Adventure', 'Comedy', 'Action']
F	50	29.84	['Drama', 'Action', 'Sci-Fi', 'Comedy', 'Thriller']
M	18	31.02	['Drama', 'Comedy', 'Action', 'Crime', 'War']
M	50	40.2	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	18	26.76	['Drama', 'Thriller', 'Action', 'Comedy', 'Adventure']
M	25	50.84	['Drama', 'Adventure', 'War', 'Thriller', 'Action']
M	25	50.62	['Drama', 'Action', 'Thriller', 'Crime', 'Adventure']
F	25	39.58	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
M	45	37.22	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
M	1	35.66	['Drama', 'Documentary', 'Thriller', 'Crime', 'Action']
M	35	43.96	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
F	35	27.46	['Drama', 'Action', 'Comedy', 'Thriller', 'Sci-Fi']
M	45	33.68	['Drama', 'Thriller', 'Crime', 'Comedy', 'Documentary']
