#gender,age,occupation,zip,imrovement
M,18,4,20057,3
M,50,20,06033,2
M,25,20,64114,2
F,25,1,45056,3
F,25,18,21214,2
M,18,7,55337,2
M,35,1,49307,4
M,25,14,07430,4
M,25,12,07436,3
M,25,12,12866,1
M,50,7,60510,3
F,50,1,55413,4
M,18,4,96744,2
F,35,2,78744,3
M,25,16,90292,1
M,18,4,67042,3
M,25,14,23434,4
M,35,7,49504,3
F,45,20,75214,5
M,25,1,77803,3
M,18,4,49503-1313,4
M,25,17,85210,2
M,25,14,94533,2
M,50,0,33901,2
F,45,3,75605,3
M,25,0,48316-5601,2
M,18,0,98103,3
M,25,7,78757,3
M,18,3,55107,3
M,35,1,55117,1
F,25,14,60647,1
M,50,12,30030,4
M,18,4,55105,2
M,45,20,08035,4
M,25,7,75089,3
M,45,16,01880,3
M,25,7,33324,3
F,25,1,32303,2
M,25,4,66762,2
M,25,17,55128,2
M,25,0,30606,3
M,45,16,22652,4
M,25,14,29609,4
M,25,0,37205,4
M,35,3,13088,3
M,18,4,80521,1
F,18,0,75115,3
F,50,1,06043,3
M,18,10,48169,3
M,25,11,13031,3
F,18,4,27708,3
M,35,17,50321,3
M,25,1,92688,2
M,45,0,06804,1
M,25,0,60647,2
F,25,0,11801,2
F,25,12,97119,3
F,25,4,91106,5
M,50,16,97116,2
M,50,7,19118,2
M,25,0,10003,3
M,25,17,94401,2
F,35,0,94109,1
M,25,12,91910,3
M,25,1,54601,3
M,50,0,55128,4
M,25,17,27613,3
M,50,6,11746,3
M,35,16,54729,2
M,25,0,94305,2
M,25,15,02446,3
F,25,7,22304,2
M,25,7,94904,4
M,25,20,75801,2
M,45,12,55001,4
F,35,7,55116,2
M,35,0,20755,5
M,25,2,55408,4
F,18,12,29708,3
M,50,0,36109,3
M,56,18,70817,3
F,35,0,10011,0
M,35,7,22904,3
M,25,12,94703,1
M,45,2,90631,3
F,45,2,37924,2
F,18,4,56401,3
M,18,4,52003,1
F,50,14,37922,3
F,50,6,48094,3
M,25,7,94109,2
F,25,4,94610,2
M,35,16,77550,2
F,56,16,70503,3
F,18,4,10033,0
F,18,4,59715,2
F,45,15,59840,1
F,35,6,44303,3
M,35,5,33317,0
F,50,0,46815,2
M,45,17,84109-2001,1
M,18,19,60010,1
M,35,7,37027,3
M,50,12,78703,1
F,25,18,98115,3
M,25,12,83815,3
M,25,18,37922,2
M,50,13,98683,1
M,35,18,52001,3
M,25,15,02139,0
M,50,20,98119,2
M,25,16,33301,3
F,25,1,23454,2
M,50,1,37922,4
M,25,17,28083,1
F,25,2,83712,4
M,25,17,55744,1
M,35,15,55416,2
M,25,2,90803,2
M,18,12,37032,2
M,25,16,97209,2
F,1,10,77515,3
M,35,17,22315,3
M,1,14,80401,0
M,56,13,29928,2
M,50,20,20007,2
M,25,4,60614,2
M,25,4,60201,4
M,35,1,45750,0
M,45,17,78750,3
F,18,4,48858,2
M,35,0,96707-1321,2
F,50,4,20902,2
M,18,4,90025,3
M,56,1,90049,4
M,1,10,45241,2
M,18,4,13323,1
F,18,4,13148,2
F,50,12,21133,2
M,45,7,01605,2
F,35,6,13210,3
M,18,0,55112,3
F,25,4,13210,4
M,35,4,10027,2
F,25,6,19102,1
M,18,4,02151,2
F,35,16,77027,1
M,25,17,38111,3
F,25,14,10022,1
M,35,7,20650,3
F,35,7,30309,2
F,18,7,80503,2
F,50,12,95472,3
M,18,7,02215,2
F,25,15,55455,3
M,18,12,80503,3
M,25,0,02472,0
M,35,6,94598,4
M,35,18,98664,3
M,25,4,94110,3
M,56,20,78731,2
M,25,6,49707,3
M,18,0,94111,3
M,18,2,60614,2
M,25,2,90068,4
F,25,7,12533,3
M,50,1,53221,4
M,25,2,55116,3
F,25,11,02111,1
F,25,4,23454,2
F,18,4,94121,2
M,25,12,24060,2
F,18,2,55118,4
M,35,14,06880,3
F,35,17,55082,4
F,25,7,02332,4
M,25,14,75093,2
F,56,13,46140,3
F,35,3,02725-1010,1
M,56,7,75041,1
M,25,20,10014,0
M,45,17,91355,2
M,25,17,62629,2
M,25,16,94120,1
M,45,12,92122,1
F,56,0,38340,5
M,25,14,92109,1
F,25,19,60612,3
M,56,1,80303,2
F,18,17,95405,1
M,25,17,95405,2
F,18,4,54302,4
M,50,6,02090,0
M,25,20,92649,2
M,35,17,60477,2
M,35,7,02127,2
M,25,7,60015,2
M,25,19,94122,3
F,1,10,64093,3
M,25,17,60607,4
M,45,15,81335,3
F,18,14,64060,1
M,25,4,53703,4
M,45,14,44122,2
M,25,12,55106,2
M,25,17,92122,0
M,35,20,52570-9634,3
F,35,5,44313,3
F,50,3,10128,2
M,25,0,08461,0
M,18,12,55408,2
M,35,16,10014,2
F,18,14,10018,0
F,25,6,94132,4
M,25,1,23462,3
F,25,5,27203,2
F,25,6,28412,2
M,45,7,72212,3
M,25,0,85712,2
M,25,17,03570,4
M,25,4,89193,2
F,35,1,97374,3
M,1,10,91326,2
M,56,13,55118,3
F,50,20,95503,1
M,35,7,20716,3
M,25,14,55406,3
M,50,1,04240,3
M,25,2,10040,1
F,35,9,06854,4
M,45,0,94114,3
M,25,0,90638,4
M,56,1,96153,1
M,35,7,91107,2
M,35,17,22030,5
M,35,17,77566,1
F,25,19,90020,4
M,25,12,45014,2
M,56,6,94030,2
F,50,1,55126,3
M,25,0,10025,3
F,35,0,97213,2
F,18,17,65203,3
M,35,17,48146,3
M,50,12,44286,3
F,25,0,94109,2
M,25,20,94402,4
M,35,7,11767,1
M,45,1,18901,3
F,35,17,94306,0
M,25,14,02460,3
M,35,0,60187,3
F,1,10,26505,3
F,18,4,78628,2
F,35,2,27514,3
M,35,15,98108,3
F,45,5,92649,2
M,35,0,55418,2
M,56,20,94708,2
M,25,4,92107,4
M,18,12,77084,3
M,18,4,94305,4
M,45,17,98052,2
F,45,16,94110,1
M,25,8,24502,3
F,45,2,01851,1
M,45,0,10543,2
F,18,4,15116,4
F,1,10,94086,3
M,25,15,92648,1
M,18,4,55104,3
F,25,3,85226,3
M,25,5,60074,4
F,1,10,87123,3
M,1,0,75244,2
M,45,17,78731,3
F,50,20,11217,2
F,35,6,90036,3
F,56,13,02838,3
M,25,0,76201,3
M,1,17,97062,4
F,35,0,55442,3
M,25,17,92584,1
F,25,2,10019,2
F,18,4,43403,3
M,25,12,55042,2
M,18,1,32601,2
M,18,4,32606,4
M,25,0,11201,2
F,18,4,43402,3
M,18,4,43402,1
M,1,10,55305,1
M,35,17,06854,1
M,50,6,43402,1
M,18,1,44221,4
M,18,4,43402,3
F,18,14,94110,5
M,25,12,53707,3
M,18,4,80228,4
F,1,10,61665,3
M,35,12,75069,4
M,50,7,01915,1
M,25,17,92126,4
F,25,0,97401,3
M,18,4,07030,0
M,50,16,55113,0
M,25,12,94110,2
F,25,3,50266,4
M,25,5,12308,2
